id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
932,Beo Helm Beta+,9,head,both,4,1,0,118,122,156,-3,0,-2,3,2
933,Beo Mail Beta+,9,chest,both,4,2,0,118,122,156,-3,0,-2,3,2
934,Beo Vambraces Beta+,9,arms,both,4,0,0,118,122,156,-3,0,-2,3,2
935,Beo Coil Beta+,9,waist,both,4,1,0,118,122,156,-3,0,-2,3,2
936,Beo Greaves Beta+,9,legs,both,4,0,0,118,122,156,-3,0,-2,3,2
937,Kadachi Hat Alpha+,9,head,both,2,0,0,120,124,158,0,-3,3,0,0
938,Kadachi Mail Alpha+,9,chest,both,2,1,0,120,124,158,0,-3,3,0,0
939,Kadachi Vambraces Alpha+,9,arms,both,2,0,0,120,124,158,0,-3,3,0,0
940,Kadachi Coil Alpha+,9,waist,both,3,1,0,120,124,158,0,-3,3,0,0
941,Kadachi Greaves Alpha+,9,legs,both,3,1,0,120,124,158,0,-3,3,0,0
942,Kadachi Hat Beta+,9,head,both,4,1,0,120,124,158,0,-3,3,0,0
943,Kadachi Mail Beta+,9,chest,both,4,2,0,120,124,158,0,-3,3,0,0
944,Kadachi Vambraces Beta+,9,arms,both,4,2,0,120,124,158,0,-3,3,0,0
945,Kadachi Coil Beta+,9,waist,both,4,1,0,120,124,158,0,-3,3,0,0
946,Kadachi Greaves Beta+,9,legs,both,4,1,1,120,124,158,0,-3,3,0,0
947,Viper Kadachi Hat Alpha+,9,head,both,1,0,0,132,136,170,1,3,-3,-2,1
948,Viper Kadachi Mail Alpha+,9,chest,both,1,1,0,132,136,170,1,3,-3,-2,1
949,Viper Kadachi Braces Alpha+,9,arms,both,2,0,0,132,136,170,1,3,-3,-2,1
950,Viper Kadachi Coil Alpha+,9,waist,both,2,0,0,132,136,170,1,3,-3,-2,1
951,Viper Kadachi Greaves Alpha+,9,legs,both,2,0,0,132,136,170,1,3,-3,-2,1
952,Viper Kadachi Hat Beta+,9,head,both,4,0,0,132,136,170,1,3,-3,-2,1
953,Viper Kadachi Mail Beta+,9,chest,both,4,1,0,132,136,170,1,3,-3,-2,1
954,Viper Kadachi Braces Beta+,9,arms,both,4,0,0,132,136,170,1,3,-3,-2,1
955,Viper Kadachi Coil Beta+,9,waist,both,4,1,0,132,136,170,1,3,-3,-2,1
956,Viper Kadachi Greaves Beta+,9,legs,both,4,1,0,132,136,170,1,3,-3,-2,1
957,High Metal Helm Alpha+,9,head,both,2,0,0,128,132,166,0,-1,-2,3,0
958,High Metal Mail Alpha+,9,chest,both,2,0,0,128,132,166,0,-1,-2,3,0
959,High Metal Braces Alpha+,9,arms,both,2,1,0,128,132,166,0,-1,-2,3,0
960,High Metal Coil Alpha+,9,waist,both,2,2,0,128,132,166,0,-1,-2,3,0
961,High Metal Greaves Alpha+,9,legs,both,2,2,1,128,132,166,0,-1,-2,3,0
962,High Metal Helm Beta+,9,head,both,4,1,0,128,132,166,0,-1,-2,3,0
963,High Metal Mail Beta+,9,chest,both,4,1,0,128,132,166,0,-1,-2,3,0
964,High Metal Braces Beta+,9,arms,both,4,1,0,128,132,166,0,-1,-2,3,0
965,High Metal Coil Beta+,9,waist,both,4,2,0,128,132,166,0,-1,-2,3,0
966,High Metal Greaves Beta+,9,legs,both,4,3,0,128,132,166,0,-1,-2,3,0
967,Banbaro Helm Alpha+,9,head,both,2,0,0,130,134,168,-2,2,-1,3,-3
968,Banbaro Mail Alpha+,9,chest,both,3,0,0,130,134,168,-2,2,-1,3,-3
969,Banbaro Vambraces Alpha+,9,arms,both,2,0,0,130,134,168,-2,2,-1,3,-3
970,Banbaro Coil Alpha+,9,waist,both,3,0,0,130,134,168,-2,2,-1,3,-3
971,Banbaro Greaves Alpha+,9,legs,both,3,0,0,130,134,168,-2,2,-1,3,-3
972,Banbaro Helm Beta+,9,head,both,4,1,0,130,134,168,-2,2,-1,3,-3
973,Banbaro Mail Beta+,9,chest,both,4,1,0,130,134,168,-2,2,-1,3,-3
974,Banbaro Vambraces Beta+,9,arms,both,4,0,0,130,134,168,-2,2,-1,3,-3
975,Banbaro Coil Beta+,9,waist,both,4,1,0,130,134,168,-2,2,-1,3,-3
976,Banbaro Greaves Beta+,9,legs,both,4,1,0,130,134,168,-2,2,-1,3,-3
977,Anja Helm Alpha+,9,head,both,3,0,0,132,136,170,3,-3,-1,-1,0
978,Anja Mail Alpha+,9,chest,both,1,1,0,132,136,170,3,-3,-1,-1,0
979,Anja Vambraces Alpha+,9,arms,both,2,0,0,132,136,170,3,-3,-1,-1,0
980,Anja Coil Alpha+,9,waist,both,3,1,0,132,136,170,3,-3,-1,-1,0
981,Anja Greaves Alpha+,9,legs,both,2,0,0,132,136,170,3,-3,-1,-1,0
982,Anja Helm Beta+,9,head,both,4,0,0,132,136,170,3,-3,-1,-1,0
983,Anja Mail Beta+,9,chest,both,4,1,0,132,136,170,3,-3,-1,-1,0
984,Anja Vambraces Beta+,9,arms,both,4,0,0,132,136,170,3,-3,-1,-1,0
985,Anja Coil Beta+,9,waist,both,4,2,0,132,136,170,3,-3,-1,-1,0
986,Anja Greaves Beta+,9,legs,both,4,1,0,132,136,170,3,-3,-1,-1,0
